,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
7563,30,Portugal,8.0,i can solve all my problems quickly.,Vague 2021,neutral,1
7564,57,Portugal,9.0,"i like millennium bcp, because i have a good spread and i consider it a reliable bank",Vague 2021,positive,2
7565,63,Portugal,8.0,versatile and useful,Vague 2021,neutral,1
7566,60,Portugal,5.0,i never recommend anything to anyone. everyone is free to choose what they want.,Vague 2021,negative,0
7569,34,Portugal,9.0,quality security interest,Vague 2021,positive,2
7570,43,Portugal,6.0,serious,Vague 2021,negative,0
7571,24,Portugal,9.0,good service and quality products.,Vague 2021,positive,2
7572,49,Portugal,9.0,conditions and transparency,Vague 2021,positive,2
7573,27,Portugal,7.0,i am satisfied but there is always room for improvement.,Vague 2021,neutral,1
7574,47,Portugal,7.0,i had no problem with this loan.,Vague 2021,neutral,1
7575,28,Portugal,9.0,they fulfilled the promised and agreed.,Vague 2021,positive,2
7576,23,Portugal,8.0,i didn't have any credit problems.,Vague 2021,neutral,1
7577,29,Portugal,10.0,i am satisfied with the services provided.,Vague 2021,positive,2
7578,26,Portugal,8.0,the credit granted has a very low value (150â‚¬). it could be higher to allow access to higher value purchases.,Vague 2021,neutral,1
7579,34,Portugal,10.0,i have no complaints and i'm super satisfied.,Vague 2021,positive,2
7580,48,Portugal,8.0,"service, speed of decision, it's the only bank i work with",Vague 2021,neutral,1
7581,56,Portugal,10.0,because it's not the first time i've used it and so far i haven't had any problems,Vague 2021,positive,2
7582,43,Portugal,8.0,that's what i consider,Vague 2021,neutral,1
7583,36,Portugal,9.0,good service,Vague 2021,positive,2
7584,39,Portugal,8.0,clarity,Vague 2021,neutral,1
7585,51,Portugal,10.0,good service,Vague 2021,positive,2
7586,43,Portugal,9.0,excellent service provided,Vague 2021,positive,2
7587,21,Portugal,4.0,it was the best rating,Vague 2021,negative,0
7588,39,Portugal,9.0,because i have complete confidence,Vague 2021,positive,2
7589,30,Portugal,10.0,professionalism,Vague 2021,positive,2
7590,29,Portugal,10.0,"i have always been a customer, i have no reason to complain",Vague 2021,positive,2
7591,32,Germany,10.0,everything worked perfectly,Vague 2021,positive,2
7592,31,Portugal,8.0,the problems i had with the bank were quickly resolved.,Vague 2021,neutral,1
7593,33,Portugal,1.0,due to the values practiced and lack of flexibility,Vague 2021,negative,0
7594,33,Portugal,6.0,for now i am satisfied with the progress of the credit made.,Vague 2021,negative,0
7595,25,Portugal,6.0,good service.,Vague 2021,negative,0
7596,45,Portugal,9.0,trust,Vague 2021,positive,2
7597,52,Portugal,10.0,because they were friendly and without much bureaucracy,Vague 2021,positive,2
7598,38,Portugal,10.0,excellent customer support,Vague 2021,positive,2
7599,28,Portugal,9.0,never failed me,Vague 2021,positive,2
7600,25,Portugal,8.0,it doesn't give me any problems or annoyance.,Vague 2021,neutral,1
7601,46,Portugal,8.0,i have had a good experience with this bank.,Vague 2021,neutral,1
7602,58,Portugal,7.0,they were attentive throughout the process.,Vague 2021,neutral,1
7603,21,Portugal,10.0,no-hassle purchase is good explanation of the credit when creating it.,Vague 2021,positive,2
7604,48,Portugal,7.0,fast and close,Vague 2021,neutral,1
7605,21,Portugal,9.0,tfx vg conviviality,Vague 2021,positive,2
7606,64,Portugal,7.0,it is a well-known brand and dealership that does not require great recommendations.,Vague 2021,neutral,1
7607,44,Portugal,8.0,satisfaction with the service provided,Vague 2021,neutral,1
7608,42,Portugal,8.0,it's my main bank that i've been using for a long time. impeccable customer support.,Vague 2021,neutral,1
7609,62,Portugal,10.0,"low rates, good information",Vague 2021,positive,2
7610,23,Portugal,4.0,just because,Vague 2021,negative,0
7611,52,Portugal,10.0,"it's a complicated bank, it's easy to negotiate",Vague 2021,positive,2
7612,29,Portugal,6.0,i think it was easy to get the credit and nothing bureaucratic,Vague 2021,negative,0
7613,28,Portugal,5.0,it is a service that could be improved.,Vague 2021,negative,0
7614,48,Germany,10.0,good,Vague 2021,positive,2
7615,35,Portugal,5.0,the credit was obtained from the dental clinic. i don't have much contact with the entity,Vague 2021,negative,0
7616,40,Portugal,7.0,"first experience, but so far, having done my part and being respected, i have nothing to say against it.",Vague 2021,neutral,1
7617,21,Germany,7.0,good service,Vague 2021,neutral,1
7618,40,Portugal,8.0,some aspects of home insurance and mobile app could be better,Vague 2021,neutral,1
7619,41,Portugal,10.0,always ready to help the customer,Vague 2021,positive,2
7620,42,Portugal,8.0,ease of agreement,Vague 2021,neutral,1
7621,28,Portugal,8.0,never had any complaints over these years,Vague 2021,neutral,1
7622,39,Germany,9.0,"good advice, ferry interest",Vague 2021,positive,2
7624,28,Portugal,10.0,"always ready to answer questions, fast service and friendly staff",Vague 2021,positive,2
7625,31,Portugal,7.0,i've never had any problems with santander.,Vague 2021,neutral,1
7626,41,Portugal,7.0,"good service, sins in the fees charged.",Vague 2021,neutral,1
7627,48,Portugal,10.0,personalized service and transparency,Vague 2021,positive,2
7628,26,Portugal,6.0,sometimes rates come out that i don't know what they refer to,Vague 2021,negative,0
7629,31,Portugal,10.0,because commissions are not paid and there is good communication from the bank,Vague 2021,positive,2
7630,66,Germany,5.0,,Vague 2021,negative,0
7631,33,Portugal,7.0,"it's fair, but something demanding",Vague 2021,neutral,1
7632,39,Portugal,9.0,excellent in everything,Vague 2021,positive,2
7633,38,Portugal,10.0,simplicity. fees. conditions,Vague 2021,positive,2
7634,49,Portugal,4.0,"it is not an institution you can count on, when it interests them they break the rules, when it doesn't matter, they cannot",Vague 2021,negative,0
7635,54,Portugal,8.0,have good service,Vague 2021,neutral,1
7636,18,Portugal,6.0,it's reasonable,Vague 2021,negative,0
7637,28,Portugal,9.0,it was a good choice because i have nothing negative to say.,Vague 2021,positive,2
7638,52,Portugal,8.0,i am satisfied,Vague 2021,neutral,1
7639,36,Portugal,8.0,"because it's easy to work with, without big bureaucracy.",Vague 2021,neutral,1
7640,35,Portugal,8.0,excellent customer service,Vague 2021,neutral,1
7641,53,Portugal,10.0,easy approval,Vague 2021,positive,2
7642,53,Portugal,10.0,it's good affordable and easy,Vague 2021,positive,2
7643,40,Portugal,7.0,i'm satisfied with the service,Vague 2021,neutral,1
7644,63,Portugal,6.0,i have good information,Vague 2021,negative,0
7645,33,Portugal,8.0,well,Vague 2021,neutral,1
7646,50,Germany,9.0,price-performance clear,Vague 2021,positive,2
7647,61,Portugal,10.0,service quality,Vague 2021,positive,2
7649,37,Portugal,9.0,for the quality of the post,Vague 2021,positive,2
7650,27,Portugal,8.0,in,Vague 2021,neutral,1
7651,41,Portugal,9.0,there were no surprises and the payment took place as stipulated and within the deadlines,Vague 2021,positive,2
7652,39,Portugal,7.0,fees,Vague 2021,neutral,1
7653,26,Portugal,9.0,i advise you because i got a credit,Vague 2021,positive,2
7654,61,Portugal,7.0,because it is a credible entity and is available to keep customer credit available,Vague 2021,neutral,1
7655,25,Portugal,6.0,great service,Vague 2021,negative,0
7656,46,Portugal,10.0,good communication and even,Vague 2021,positive,2
7657,26,Portugal,8.0,trust and assistance over the years,Vague 2021,neutral,1
7658,37,Portugal,9.0,good service.,Vague 2021,positive,2
7659,33,Portugal,10.0,speed of order processing,Vague 2021,positive,2
7660,27,Portugal,3.0,not very helpful,Vague 2021,negative,0
7661,43,Portugal,8.0,i just didn't care about the fees anymore. reliable and up-to-date bank.,Vague 2021,neutral,1
7662,46,Portugal,7.0,i am satisfied,Vague 2021,neutral,1
7663,34,Portugal,10.0,very good,Vague 2021,positive,2
7664,22,Portugal,10.0,in,Vague 2021,positive,2
7666,43,Portugal,7.0,i really liked,Vague 2021,neutral,1
7667,24,Portugal,8.0,i liked it a lot and it has great solutions,Vague 2021,neutral,1
7668,36,Portugal,9.0,quick approval,Vague 2021,positive,2
7669,51,Portugal,5.0,i'm always partial to giving opinions on banks. neither are they all good or bad. it all depends on the general economic state,Vague 2021,negative,0
7670,28,Portugal,9.0,good communication and availability,Vague 2021,positive,2
7671,62,Germany,9.0,"good, fast process",Vague 2021,positive,2
7672,41,Portugal,10.0,excellent,Vague 2021,positive,2
7673,55,Portugal,1.0,not very clear and high value of commissions.,Vague 2021,negative,0
7674,52,Portugal,10.0,were professionals,Vague 2021,positive,2
7675,28,Portugal,10.0,because i like the brand,Vague 2021,positive,2
7676,32,Portugal,10.0,it was a big help,Vague 2021,positive,2
7677,24,Portugal,10.0,never failed with anything and are 100% helpful in everything,Vague 2021,positive,2
7678,32,Portugal,8.0,could have been better advised,Vague 2021,neutral,1
7679,41,Portugal,9.0,i liked how it was attended,Vague 2021,positive,2
7680,36,Portugal,9.0,because i like,Vague 2021,positive,2
7681,24,Portugal,8.0,trust in the bank good customer service,Vague 2021,neutral,1
7682,47,Portugal,8.0,"credit has a slightly high rate compared to the bank. however, the ordering was very easy and the credit process very quick.",Vague 2021,neutral,1
7683,51,Portugal,10.0,everything went well and fast,Vague 2021,positive,2
7684,27,Portugal,5.0,interest a little high,Vague 2021,negative,0
7685,36,Portugal,9.0,they are helpful and try to present the best proposals to the client.,Vague 2021,positive,2
7686,23,Portugal,6.0,very good,Vague 2021,negative,0
7687,31,Portugal,7.0,good services but high costs,Vague 2021,neutral,1
7688,45,Portugal,10.0,well,Vague 2021,positive,2
7689,18,Portugal,8.0,has room for improvement,Vague 2021,neutral,1
7690,34,Portugal,8.0,so far all my issues have been resolved easily and the card is easy to use. invoices could be easier to read,Vague 2021,neutral,1
7691,44,Portugal,9.0,good service.,Vague 2021,positive,2
7692,36,Portugal,6.0,interest on arrears.,Vague 2021,negative,0
7693,67,Portugal,2.0,high commission,Vague 2021,negative,0
7694,30,Portugal,5.0,why pay too much interest,Vague 2021,negative,0
7695,30,Germany,10.0,in,Vague 2021,positive,2
7696,44,Portugal,8.0,professional,Vague 2021,neutral,1
7697,28,Portugal,7.0,are good,Vague 2021,neutral,1
7698,48,Portugal,8.0,speed,Vague 2021,neutral,1
7699,59,Portugal,10.0,reliable,Vague 2021,positive,2
7700,39,Portugal,5.0,i think there's room for improvement.,Vague 2021,negative,0
7701,27,Portugal,10.0,excellent service; fast availability of credit; good payment terms.,Vague 2021,positive,2
7702,53,Portugal,9.0,"clarity, i swear",Vague 2021,positive,2
7703,60,Portugal,6.0,are very inaccurate in the information,Vague 2021,negative,0
7704,21,Portugal,10.0,quality of treatment with customers,Vague 2021,positive,2
7705,47,Portugal,8.0,it was all well organized and so far i haven't had any problems.,Vague 2021,neutral,1
7706,24,Portugal,10.0,it works well and is practical,Vague 2021,positive,2
7707,29,Portugal,6.0,"we initially established an installment after two months without communication, they changed the value to another 20 euros.",Vague 2021,negative,0
7708,44,Portugal,10.0,"never had any problems, easy to manage",Vague 2021,positive,2
7709,50,Portugal,10.0,very reliable response speed,Vague 2021,positive,2
7710,21,Portugal,9.0,"good organization, good service.",Vague 2021,positive,2
7711,29,Portugal,7.0,bad service,Vague 2021,neutral,1
7712,28,Portugal,7.0,i do not know,Vague 2021,neutral,1
7713,54,Portugal,6.0,currently there is a lot of competition where bureaucracy are lower!,Vague 2021,negative,0
7714,48,Portugal,2.0,little training on the part of employees,Vague 2021,negative,0
7715,50,Portugal,3.0,i do not trust,Vague 2021,negative,0
7717,42,Portugal,10.0,"efficient, practical in financial operations, reliable",Vague 2021,positive,2
7718,35,Portugal,9.0,the existing good relationship,Vague 2021,positive,2
7719,45,Portugal,8.0,"easy access, good deal",Vague 2021,neutral,1
7720,31,Portugal,7.0,i expected better advice,Vague 2021,neutral,1
7721,31,Portugal,9.0,trust in the bank,Vague 2021,positive,2
7722,45,Portugal,9.0,speed,Vague 2021,positive,2
7723,33,Portugal,8.0,good interest rate,Vague 2021,neutral,1
7724,41,Portugal,7.0,good interest rates,Vague 2021,neutral,1
7725,43,Portugal,6.0,higher interest rate,Vague 2021,negative,0
7726,28,Portugal,9.0,"i was afraid before for the bank that it is, but i'm quite satisfied",Vague 2021,positive,2
7727,47,Portugal,5.0,in,Vague 2021,negative,0
7728,27,Portugal,10.0,"i got a quick loan, with low interest, they always solve any problem very quickly",Vague 2021,positive,2
7729,26,Portugal,9.0,"for your honesty and work, in territories and in your banking business",Vague 2021,positive,2
7730,47,Portugal,8.0,good products and ease of communication,Vague 2021,neutral,1
7731,22,Portugal,8.0,post is very good,Vague 2021,neutral,1
7732,24,Portugal,9.0,easy and effective,Vague 2021,positive,2
7733,35,Portugal,8.0,"they were fast, they were the second with the best proposal and i have an account manager who seems competent and helps with any problems i may have.",Vague 2021,neutral,1
7734,24,Portugal,7.0,in,Vague 2021,neutral,1
7735,40,Portugal,10.0,ja tiv3 2cartoes and this credit,Vague 2021,positive,2
7736,21,Portugal,8.0,because its good,Vague 2021,neutral,1
7737,29,Portugal,10.0,"i think it is a fair bank, which seeks to meet the needs of consumers as much as possible, so that it does not incur too many costs.",Vague 2021,positive,2
7738,40,Portugal,3.0,ignore the employees,Vague 2021,negative,0
7739,40,Portugal,9.0,"personalized service, immediate availability and above all a friendly treatment with customers.",Vague 2021,positive,2
7740,40,Portugal,3.0,horrible bank,Vague 2021,negative,0
7741,31,Portugal,10.0,very good bank,Vague 2021,positive,2
7742,67,Portugal,8.0,"reliable, competence, professionalism and good service",Vague 2021,neutral,1
7743,35,Portugal,5.0,in,Vague 2021,negative,0
7744,25,Portugal,7.0,ns,Vague 2021,neutral,1
7745,50,Portugal,9.0,never had problems.,Vague 2021,positive,2
7746,50,Portugal,6.0,there must always be due consideration when accessing credit,Vague 2021,negative,0
7747,43,Portugal,5.0,"not recommended any credit institution, the best is not to owe.",Vague 2021,negative,0
7748,57,Portugal,8.0,always satisfied,Vague 2021,neutral,1
7749,34,Portugal,9.0,very simple and thoughtful i recommend.,Vague 2021,positive,2
7750,42,Portugal,10.0,very good bonco desicao on time,Vague 2021,positive,2
7751,33,Germany,10.0,good,Vague 2021,positive,2
7752,51,Portugal,5.0,"i don't recommend to third parties where to handle money, it's a personal thing",Vague 2021,negative,0
7753,31,Portugal,6.0,nothing to point,Vague 2021,negative,0
7754,38,Portugal,10.0,"good service, helpful, no problems so far.",Vague 2021,positive,2
7755,34,Portugal,8.0,satisfied with the services provided,Vague 2021,neutral,1
7756,39,Portugal,6.0,i like the bank,Vague 2021,negative,0
7757,58,Germany,10.0,"my grandfather was already a db customer, my father, me and my children. we don't know of any other bank, and the family business only deals with db",Vague 2021,positive,2
7758,47,Portugal,8.0,lower rates,Vague 2021,neutral,1
7759,35,Portugal,8.0,it was fast and everything went well.,Vague 2021,neutral,1
7760,31,Portugal,10.0,excellent interest rates and fast approval,Vague 2021,positive,2
7761,33,Portugal,9.0,i never had any problems,Vague 2021,positive,2
7762,47,Portugal,10.0,because i've never had any problems with my credit and i'm treated well by them.,Vague 2021,positive,2
7763,51,Portugal,10.0,everything was handled and paid for without any problem i liked the way it all unfolded,Vague 2021,positive,2
7764,34,Portugal,5.0,technical difficulties and delays in the app fitted,Vague 2021,negative,0
7765,38,Portugal,7.0,reasonable service,Vague 2021,neutral,1
7766,34,Portugal,7.0,interests a little high and customer support weak.,Vague 2021,neutral,1
7767,43,Portugal,9.0,for its quality and reputation,Vague 2021,positive,2
7768,44,Portugal,8.0,very easy to work with them,Vague 2021,neutral,1
7769,49,Portugal,8.0,credibility.,Vague 2021,neutral,1
7770,40,Portugal,7.0,good,Vague 2021,neutral,1
7771,22,Portugal,5.0,"problems with the old ""espirito santo bank""",Vague 2021,negative,0
7772,29,Portugal,8.0,as a company i have no complaints.,Vague 2021,neutral,1
7773,27,Portugal,6.0,nothing to declare,Vague 2021,negative,0
7774,49,Portugal,5.0,only charge and send letters,Vague 2021,negative,0
7775,31,Portugal,5.0,it is a practical and affordable bank,Vague 2021,negative,0
7776,45,Portugal,9.0,it's very simple,Vague 2021,positive,2
7777,52,Portugal,9.0,full satisfaction,Vague 2021,positive,2
7778,38,Portugal,10.0,services and service 5 â­,Vague 2021,positive,2
7779,29,Portugal,10.0,i am satisfied,Vague 2021,positive,2
7780,31,Portugal,10.0,nothing to point,Vague 2021,positive,2
7781,39,Portugal,10.0,good service clarification of doubts,Vague 2021,positive,2
7782,29,Portugal,10.0,attention and commitment,Vague 2021,positive,2
7783,21,Portugal,9.0,very professional and easy to understand information,Vague 2021,positive,2
7784,36,Portugal,9.0,the follow-up was always very helpful and professional.,Vague 2021,positive,2
7785,34,Germany,10.0,i have had very positive experiences with volksbank loans myself.,Vague 2021,positive,2
7786,38,Portugal,6.0,many available but a lot of paper to fill,Vague 2021,negative,0
7787,45,Portugal,8.0,"because it is a good institution, although they could be more flexible.",Vague 2021,neutral,1
7788,38,Portugal,9.0,contract as agreed,Vague 2021,positive,2
7789,43,Portugal,9.0,speed,Vague 2021,positive,2
7790,38,Portugal,4.0,could have been better advised and supported in the process.,Vague 2021,negative,0
7791,26,Portugal,8.0,the reasons are that we have used cofidis several times and they all went well and they were fair and flexible with the payments,Vague 2021,neutral,1
7792,61,Portugal,8.0,in neither happy nor displeased,Vague 2021,neutral,1
7793,57,Portugal,10.0,always supported me in the renewal of credit,Vague 2021,positive,2
7794,57,Portugal,9.0,i always had a good relationship,Vague 2021,positive,2
7795,27,Portugal,8.0,good experience for the consumer and transparency in the service provided.,Vague 2021,neutral,1
7796,39,Portugal,9.0,very good very attentive staff,Vague 2021,positive,2
7797,47,Portugal,10.0,excellent,Vague 2021,positive,2
7798,35,Portugal,10.0,"i really like working with cetelem, i think it's a reliable and very accessible company",Vague 2021,positive,2
7799,38,Portugal,8.0,in,Vague 2021,neutral,1
7800,21,Portugal,9.0,i liked the experience,Vague 2021,positive,2
7801,44,Portugal,6.0,interest rate,Vague 2021,negative,0
7802,50,Germany,10.0,top service,Vague 2021,positive,2
7803,32,Portugal,9.0,"are reliable, honest and certain",Vague 2021,positive,2
7804,44,Portugal,10.0,i'm a customer,Vague 2021,positive,2
7805,33,Portugal,10.0,i have never had any problems with the institution.,Vague 2021,positive,2
7806,44,Portugal,9.0,professionalism and prestige,Vague 2021,positive,2
7807,46,Portugal,8.0,"it was quite simple to deal with the credit request, made through ""homebanking"", and even faster than i expected, then i just had to go to the branch to deal with the rest of the paperwork.",Vague 2021,neutral,1
7808,36,Portugal,10.0,pricing rate and clear customer information,Vague 2021,positive,2
7809,68,Portugal,9.0,i liked the way they treated me,Vague 2021,positive,2
7810,29,Portugal,10.0,fast and simple service,Vague 2021,positive,2
7811,29,Portugal,9.0,sã£o mt friendly,Vague 2021,positive,2
7812,33,Portugal,10.0,because it's just a trusted bank.,Vague 2021,positive,2
7813,52,Portugal,5.0,why i don't recommend life on credit,Vague 2021,negative,0
7814,65,Portugal,8.0,great customer service-,Vague 2021,neutral,1
7815,52,Portugal,7.0,good account manager,Vague 2021,neutral,1
7816,24,Portugal,3.0,in,Vague 2021,negative,0
7817,41,Portugal,9.0,simple fast safe,Vague 2021,positive,2
7818,30,Portugal,8.0,good job,Vague 2021,neutral,1
7819,32,Portugal,10.0,trust and seriousness,Vague 2021,positive,2
7820,43,Portugal,10.0,well,Vague 2021,positive,2
7821,30,Portugal,7.0,she was the only one who gave me the loan. and they were always attentive and always made it easy.,Vague 2021,neutral,1
7822,25,Portugal,6.0,because it's very good,Vague 2021,negative,0
7823,39,Portugal,10.0,very good quality and trust,Vague 2021,positive,2
7824,27,Portugal,7.0,i like the bank,Vague 2021,neutral,1
7825,59,Portugal,10.0,i really like the company and the customer service.,Vague 2021,positive,2
7826,21,Portugal,10.0,it was always the bank i dealt with and i was always very well attended and always managed to solve all my problems.,Vague 2021,positive,2
7827,55,Portugal,6.0,in terms of expenses it is not the best bank,Vague 2021,negative,0
7828,49,Portugal,7.0,i'm not satisfied,Vague 2021,neutral,1
7829,54,Portugal,6.0,company that facilitated credit without major bureaucracy,Vague 2021,negative,0
7830,40,Portugal,9.0,they are a credible company.,Vague 2021,positive,2
7831,33,Portugal,9.0,i was always well attended and they solved what we needed,Vague 2021,positive,2
7832,30,Portugal,8.0,service excellence at attractive rates,Vague 2021,neutral,1
7833,23,Portugal,10.0,for the excellent quality of service provided,Vague 2021,positive,2
7834,50,Portugal,8.0,fees,Vague 2021,neutral,1
7835,43,Germany,10.0,friendly and competent advice,Vague 2021,positive,2
7836,26,Portugal,8.0,in,Vague 2021,neutral,1
7837,50,Portugal,8.0,good service provided,Vague 2021,neutral,1
7838,57,Portugal,8.0,"so far i have nothing to say, i'm satisfied.",Vague 2021,neutral,1
7839,26,Germany,5.0,,Vague 2021,negative,0
7840,39,Portugal,6.0,they are helpful despite having a bit high interest rates,Vague 2021,negative,0
7841,67,Portugal,10.0,"it was quick and easy to get, the charges are reasonable.",Vague 2021,positive,2
7842,40,Portugal,8.0,moratorium even before the pandemic,Vague 2021,neutral,1
7843,49,Portugal,8.0,give me all the credit guarantees i need.,Vague 2021,neutral,1
7844,52,Germany,7.0,000,Vague 2021,neutral,1
7845,23,Portugal,7.0,i do not know,Vague 2021,neutral,1
7846,43,Germany,10.0,just fine,Vague 2021,positive,2
7847,33,Portugal,9.0,because it is a trusted bank.,Vague 2021,positive,2
7848,47,Portugal,10.0,i trust millenio bcp a lot,Vague 2021,positive,2
7849,43,Portugal,8.0,they are clear in their dealings,Vague 2021,neutral,1
7850,46,Portugal,4.0,"due to problems after granting credit, requesting the same documents 4 times and having problems in the armotization of credit, the references must be asked more than once",Vague 2021,negative,0
7851,31,Portugal,10.0,payment in 24 months interest free,Vague 2021,positive,2
7852,29,Portugal,10.0,because it delivers what it promises.,Vague 2021,positive,2
7853,46,Portugal,8.0,the response to the credit request was simple and quick.,Vague 2021,neutral,1
7854,37,Portugal,5.0,because they could do better and they don't.,Vague 2021,negative,0
7855,47,Portugal,8.0,i am satisfied,Vague 2021,neutral,1
7856,26,Portugal,7.0,"i think cetelem has good payment alternatives. however, i think the rates are still a little high. and as in all cases, i prefer to avoid getting involved in credits",Vague 2021,neutral,1
7857,46,Portugal,7.0,i know it's not the best but it's still good to work with.,Vague 2021,neutral,1
7858,39,Portugal,6.0,in,Vague 2021,negative,0
7859,38,Portugal,9.0,"efficient, solid bank with public capital, with good rates and not very high commissions",Vague 2021,positive,2
7860,39,Portugal,8.0,would,Vague 2021,neutral,1
7861,25,Portugal,3.0,"very high interest rates, and if you are unable to pay for some reason, it is difficult to have an agreement with low installments",Vague 2021,negative,0
7862,49,Portugal,6.0,we always have interest,Vague 2021,negative,0
7863,39,Portugal,6.0,has always designed credit whenever i need it,Vague 2021,negative,0
7864,52,Portugal,6.0,i am satisfied with the entity,Vague 2021,negative,0
7865,36,Portugal,7.0,i liked the way the contract was concluded and the price set.,Vague 2021,neutral,1
7866,51,Portugal,8.0,i don't really like having credit cards.,Vague 2021,neutral,1
7867,53,Portugal,9.0,in,Vague 2021,positive,2
7868,54,Portugal,9.0,personal experience,Vague 2021,positive,2
7869,25,Portugal,3.0,new bank has very high interest rates,Vague 2021,negative,0
7870,46,Portugal,9.0,great service.,Vague 2021,positive,2
7871,49,Portugal,9.0,always well attended,Vague 2021,positive,2
7872,69,Portugal,8.0,too much bureaucracy,Vague 2021,neutral,1
7873,31,Portugal,9.0,good service,Vague 2021,positive,2
7874,29,Portugal,8.0,because it was satisfying,Vague 2021,neutral,1
7875,34,Portugal,9.0,it was a trustable company and the interest rates were okay.,Vague 2021,positive,2
7876,24,Portugal,7.0,the interest rate pleases me,Vague 2021,neutral,1
7877,32,Portugal,8.0,i am very satisfied with the customer service and services provided.,Vague 2021,neutral,1
7878,44,Portugal,8.0,nothing more to declare,Vague 2021,neutral,1
7879,35,Portugal,7.0,why did it always go well,Vague 2021,neutral,1
7880,41,Portugal,10.0,because i like.,Vague 2021,positive,2
7881,34,Portugal,8.0,simple,Vague 2021,neutral,1
7882,21,Portugal,10.0,for giving us the opportunity to make 3 and 4 month interest-free credits.,Vague 2021,positive,2
7883,50,Portugal,7.0,i am satisfied with my financing plan!,Vague 2021,neutral,1
7884,38,Germany,8.0,fast processing,Vague 2021,neutral,1
7885,46,Portugal,7.0,"good quality/price ratio, although with some difficulty in communication portals",Vague 2021,neutral,1
7886,21,Portugal,10.0,extreme quality.,Vague 2021,positive,2
7887,57,Germany,10.0,because i am very satisfied with the quick processing and the repayment options,Vague 2021,positive,2
7888,38,Portugal,8.0,lower spread.,Vague 2021,neutral,1
7889,54,Portugal,5.0,not very specific yet.,Vague 2021,negative,0
7890,39,Portugal,5.0,transparency,Vague 2021,negative,0
7891,52,Portugal,10.0,it was serious opposites that made me,Vague 2021,positive,2
7892,25,Portugal,10.0,"a great ""company"" for credit, with clear and true conditions ease of whole process",Vague 2021,positive,2
7893,48,Portugal,10.0,trust,Vague 2021,positive,2
7894,66,Portugal,8.0,institution with which i have worked for many years,Vague 2021,neutral,1
7895,76,Germany,9.0,good value for money. hassle free interaction,Vague 2021,positive,2
7896,31,Germany,6.0,crediplus,Vague 2021,negative,0
7897,34,Portugal,9.0,bank with great responsibility and always attentive and available,Vague 2021,positive,2
7898,23,Portugal,7.0,because i never had any problems with this company,Vague 2021,neutral,1
7899,46,Portugal,8.0,"because i had to change the credit date, and it's still causing confusion!",Vague 2021,neutral,1
7900,18,Portugal,6.0,it's a satisfactory loan,Vague 2021,negative,0
7901,43,Portugal,7.0,'cause interest rates are absurd,Vague 2021,neutral,1
7902,43,Germany,10.0,to back up,Vague 2021,positive,2
7903,64,Portugal,9.0,"i am always very well attended by the bank, and i have nothing negative to point out.",Vague 2021,positive,2
7904,33,Portugal,9.0,available and flexible,Vague 2021,positive,2
7905,26,Germany,2.0,with,Vague 2021,negative,0
7906,65,Portugal,10.0,because they fully complied with the agreement,Vague 2021,positive,2
7907,62,Portugal,8.0,trust,Vague 2021,neutral,1
7908,28,Portugal,5.0,i think the rating is reasonable,Vague 2021,negative,0
7909,28,Portugal,9.0,good and efficient,Vague 2021,positive,2
7911,46,Portugal,8.0,i have no reason to downgrade,Vague 2021,neutral,1
7912,23,Portugal,7.0,i do not know,Vague 2021,neutral,1
7913,29,Portugal,10.0,attentive and responsive attendants,Vague 2021,positive,2
7914,54,Portugal,9.0,so far i have no complaints.,Vague 2021,positive,2
7915,27,Germany,3.0,u,Vague 2021,negative,0
7916,62,Portugal,9.0,i have never had any problems with this institution.,Vague 2021,positive,2
7917,53,Portugal,10.0,because i'm satisfied,Vague 2021,positive,2
7918,51,Portugal,5.0,dissatisfied,Vague 2021,negative,0
7919,26,Portugal,9.0,i liked the clarity and simplicity of the service.,Vague 2021,positive,2
7920,45,Portugal,8.0,personal follow-up and advice.,Vague 2021,neutral,1
7921,25,Portugal,8.0,"it is a solid, safe institution with professionals who provide the most appropriate recommendations for the specific case.",Vague 2021,neutral,1
7922,20,Portugal,8.0,excellent,Vague 2021,neutral,1
7923,23,Portugal,7.0,"for me, it has helped me to buy essential goods allowing me to pay at the end of the month",Vague 2021,neutral,1
7924,34,Portugal,7.0,because gasoline cars are weak and spend a lot,Vague 2021,neutral,1
7925,34,Portugal,7.0,satisfied.,Vague 2021,neutral,1
7926,28,Portugal,1.0,personal reason,Vague 2021,negative,0
7927,30,Portugal,9.0,in,Vague 2021,positive,2
7928,49,Portugal,7.0,they could have more affordable prices or with perks for being a customer.,Vague 2021,neutral,1
7929,32,Portugal,5.0,nothing to add on this subject,Vague 2021,negative,0
7930,33,Portugal,5.0,i don't like the exaggerated advertising they do,Vague 2021,negative,0
7931,39,Portugal,8.0,very good,Vague 2021,neutral,1
7932,26,Portugal,6.0,high interest,Vague 2021,negative,0
7933,55,Portugal,9.0,because they are serious,Vague 2021,positive,2
7934,46,Portugal,9.0,good,Vague 2021,positive,2
7935,30,Portugal,4.0,interest rates and lack of follow-up and clarification of doubts.,Vague 2021,negative,0
7936,49,Portugal,8.0,"helpful,",Vague 2021,neutral,1
7937,22,Portugal,8.0,i really like work,Vague 2021,neutral,1
7938,35,Portugal,5.0,little help,Vague 2021,negative,0
