,age,Country,A1,A2_translation,vague
57812,34,Spain,5.0,in,Vague 2021
57813,55,Spain,8.0,I have no problem with them but I don't know what will happen in the future I can't recommend it 100 percent,Vague 2021
57814,34,Spain,9.0,Speed,Vague 2021
57815,63,Spain,8.0,"Yes, it was fine, but now Caixa Bank has joined, and I don't know how it will go",Vague 2021
57816,65,Spain,9.0,Because they grant you a loan for the purchases you make in their business without interest to be paid in up to a year,Vague 2021
57817,18,Spain,8.0,in,Vague 2021
57818,54,Spain,7.0,They are very correct and everything is very clear. interest is not high,Vague 2021
57819,49,Spain,5.0,This is the bank I usually work with.,Vague 2021
57820,46,Spain,7.0,Sometimes they do not report how they should,Vague 2021
57821,39,Spain,7.0,good attention and closeness,Vague 2021
57822,68,Spain,8.0,OKAY,Vague 2021
57823,34,Spain,10.0,Good management and good products.,Vague 2021
57824,65,Spain,9.0,it can be better,Vague 2021
57825,25,Spain,10.0,"their customer service was excellent from start to finish. They were fast, answered all the questions you had and gave you confidence",Vague 2021
57826,38,Spain,7.0,innoa,Vague 2021
57827,65,Spain,8.0,speed and service,Vague 2021
57828,57,Spain,4.0,Due to high interest and the need to be aware of increases in the balance owed and remain tied for years as a debtor.,Vague 2021
57829,71,Spain,7.0,no problem with credit,Vague 2021
57830,53,Spain,5.0,Doesn't behave well with customers,Vague 2021
57831,37,Spain,8.0,GREAT SERVICE,Vague 2021
57832,37,Spain,7.0,"The attention is good and the conditions, in their day, were good too",Vague 2021
57833,31,Germany,5.0,Theft,Vague 2021
57834,26,Spain,10.0,The English cut is a brand that gives security,Vague 2021
57835,45,Spain,8.0,I'm happy he doesn't charge me anything,Vague 2021
57836,48,Spain,9.0,"Fast, efficient and quite online all the management.",Vague 2021
57837,51,Spain,9.0,I am happy,Vague 2021
57838,27,Spain,4.0,"INTERESTS ARE VERY HIGH, YOU END PAY MORE THAN THE INITIAL DEBT",Vague 2021
57839,61,Spain,7.0,Quick,Vague 2021
57840,59,Spain,9.0,"In my case, contracting the loan was very simple and completely digital.",Vague 2021
57841,48,Spain,8.0,For the interest they gave me it was not very good,Vague 2021
57842,37,Spain,5.0,right now it is in a merger with another bank and new conditions have to be seen,Vague 2021
57843,64,Spain,6.0,They deliver what they promise.,Vague 2021
57844,28,Spain,7.0,Because their interests are very high,Vague 2021
57845,45,Spain,10.0,in,Vague 2021
57846,71,Spain,10.0,speed,Vague 2021
57847,56,Spain,4.0,"It is the one I know the most, although it has many flaws.",Vague 2021
57848,55,Spain,5.0,it's like everyone,Vague 2021
57849,33,Spain,10.0,Because I think it is quite reliable and having all your data makes it easy to pay comfortably and postponing the product,Vague 2021
57850,34,Spain,8.0,Nose,Vague 2021
57851,22,Spain,5.0,interest is a bit expensive,Vague 2021
57852,29,Spain,9.0,Good relationship in interests and facilities,Vague 2021
57853,64,Spain,10.0,"Personally, it went very well for me.",Vague 2021
57854,40,Spain,6.0,They charge on time. They send a message. It is difficult to know how many credits need to be paid,Vague 2021
57855,48,Spain,8.0,Good service at ATMs and in digital banking,Vague 2021
57856,31,Spain,8.0,They did not inform me of all the clauses,Vague 2021
57857,53,Spain,3.0,They cheat you with the pre-established conditions because then they force you to take out life insurance. in exchange for reducing usurious interests.,Vague 2021
57858,45,Spain,10.0,Okay,Vague 2021
57859,45,Spain,8.0,ideal,Vague 2021
57860,50,Spain,8.0,in,Vague 2021
57861,57,Spain,8.0,"Ease for all procedures, money in the account in a short time. All right.",Vague 2021
57862,56,Spain,7.0,because it is a very high interest,Vague 2021
57863,28,Spain,7.0,Positive the financing process on the VOLVO vehicle,Vague 2021
57864,45,Spain,9.0,"It was all very simple, terms, interest and other reasonable",Vague 2021
57865,47,Spain,6.0,I think it's a good bank,Vague 2021
57866,47,Spain,8.0,They granted me the mortgage with the best conditions but as a bank it does not have good products,Vague 2021
57867,54,Spain,6.0,"The conditions and interests were correct and similar to others; In addition, the cancellation was also similar to that of a bank with which I consulted. The procedures were agile and easy.",Vague 2021
57868,39,Spain,10.0,it's very good,Vague 2021
57869,44,Spain,8.0,"That there are many people who complain, but it has gone well for me",Vague 2021
57870,47,Spain,8.0,at the moment everything is correct,Vague 2021
57871,60,Spain,8.0,they are not the cheapest,Vague 2021
57872,49,Spain,9.0,because it is a bank that does not charge commissions,Vague 2021
57873,42,Spain,7.0,They do not charge as many commissions,Vague 2021
57874,30,Spain,5.0,everything,Vague 2021
57875,60,Spain,5.0,in the middle,Vague 2021
57876,59,Spain,10.0,For the treatment and speed,Vague 2021
57877,27,Spain,6.0,They are not very reliable.,Vague 2021
57878,50,Spain,8.0,They provide clear information and all kinds of documentation,Vague 2021
57879,46,Spain,4.0,VERY HIGH INTERESTS,Vague 2021
57880,31,Spain,8.0,Because I think it's very good financial.,Vague 2021
57881,26,Spain,7.0,It is safe,Vague 2021
57882,47,Spain,5.0,"It is a solvent and modern bank but, like all banks, it has conditions that I consider abusive towards the client",Vague 2021
57883,65,Spain,0.0,"Terrible service, abusive commissions, difficulty or rather impossibility of speaking with someone from the bank in person, absolute arrogance of the bank and its employees when the loan was closed",Vague 2021
57884,60,Spain,7.0,works reasonably well,Vague 2021
57885,47,Spain,8.0,from my own experience,Vague 2021
57886,28,Spain,10.0,I have,Vague 2021
57887,31,Spain,8.0,i like caixabank,Vague 2021
57888,48,Spain,0.0,It is a credit entity dependent on a bank that squeezes people with few resources and rewards the great fortunes,Vague 2021
57889,31,Spain,6.0,It is a positive assessment of your resources,Vague 2021
57890,48,Spain,5.0,everyone is free to choose,Vague 2021
57891,32,Spain,7.0,because they always help me,Vague 2021
57892,42,Spain,5.0,A loan is not recommended. The ideal is not to hire,Vague 2021
57893,57,Spain,6.0,financial advantages,Vague 2021
57894,28,Spain,5.0,It took me a little time to give a more extensive opinion,Vague 2021
57895,44,Spain,3.0,In the loan they include an insurance that you have not contracted. You can unsubscribe later but you already have to make arrangements.,Vague 2021
57896,27,Spain,7.0,All treatment has been exemplary,Vague 2021
57897,33,Spain,8.0,"THEY WERE ATTENTIVE AND KIND, BUT IT TOOK A LOT OF TIME AND DOCUMENTATION",Vague 2021
57898,35,Spain,9.0,they provide me a service,Vague 2021
57899,62,Spain,10.0,Because they are transparent and fast in granting credit,Vague 2021
57900,25,Spain,4.0,nose,Vague 2021
57901,25,Spain,8.0,"They gave me reasons to trust and having the money deposited, they did not take anything from me nor did they charge me VAT when I needed to collect the money again. I am very satisfied",Vague 2021
57902,60,Spain,8.0,is what I believe,Vague 2021
57903,70,Spain,9.0,IT IS AN ENTITY WITH EXPERIENCE,Vague 2021
57904,19,Spain,8.0,in,Vague 2021
57905,40,Spain,9.0,"Fast, secure and efficient customer service",Vague 2021
57906,66,Spain,9.0,It has been my bank for years and I like working with them,Vague 2021
57907,27,Spain,5.0,is fine,Vague 2021
57908,27,Spain,7.0,I have had some minority problems with the entity,Vague 2021
57909,44,Spain,8.0,You have several payment options.,Vague 2021
57910,31,Spain,8.0,It is a Bank of which I have been a client for many years,Vague 2021
57911,37,Spain,3.0,They are heavy. not in good condition,Vague 2021
57912,47,Spain,9.0,It seems to me that Caixabank are a representation of prestige and reputation and they show it with their credits.,Vague 2021
57913,56,Spain,9.0,Treatment and professionalism,Vague 2021
57914,47,Spain,7.0,"It is comfortable, and you can settle the debt whenever you want. I use it for specific moments",Vague 2021
57915,34,Spain,8.0,They have always treated me well,Vague 2021
57916,62,Spain,5.0,I just contracted the financing of a purchase. I still have no opinion on how it works,Vague 2021
57917,32,Spain,5.0,It helps you buy the car but it is economically expensive with high interest,Vague 2021
57918,43,Spain,0.0,I am not interested in refinancing future vehicle purchases,Vague 2021
57919,33,Spain,5.0,Very high commissions,Vague 2021
57920,38,Spain,6.0,It's okay,Vague 2021
57921,30,Spain,6.0,G,Vague 2021
57922,31,Spain,9.0,"We had a very good deal with the girl who attended us. He explained everything to us, he helped us find what we were most interested in, and even afterwards he bothered to ask us how the purchase had gone and if we needed help with anything else.",Vague 2021
57923,50,Spain,7.0,It works very well but for deferred payments it has very high interest,Vague 2021
57924,23,Spain,7.0,good service and benefits,Vague 2021
57925,36,Spain,7.0,It's fine but every time it puts more commissions (like almost all banks),Vague 2021
57926,35,Spain,0.0,charge excessive fees,Vague 2021
57927,78,Spain,8.0,"They have always treated me very well, now is when banks begin to have few people to serve customers",Vague 2021
57928,49,Spain,4.0,mala gestion,Vague 2021
57929,28,Spain,7.0,Everything has gone well with the company,Vague 2021
57930,23,Spain,9.0,"Good app, fast customer service, ease of use",Vague 2021
57931,31,Spain,9.0,for your services,Vague 2021
57932,45,Spain,8.0,"good for now, do not bother after acquiring it",Vague 2021
57933,48,Spain,9.0,It's easy to apply and low interest,Vague 2021
57934,26,Spain,7.0,flexibility of conditions,Vague 2021
57935,34,Spain,9.0,It's a great bank,Vague 2021
57936,48,Spain,6.0,I do not usually do it,Vague 2021
57937,37,Spain,7.0,Fast and safe,Vague 2021
57938,38,Spain,8.0,"I am happy with the box, personalized treatment",Vague 2021
57939,42,Spain,0.0,"Very high interests, lack of respect for the client, high commissions",Vague 2021
57940,45,Spain,5.0,The conditions are not bad but it is better not to have to ask for any credit,Vague 2021
57941,41,Spain,8.0,it is so,Vague 2021
57942,21,Spain,8.0,Because he is very close to customers and always does what he says. It is trustworthy.,Vague 2021
57943,51,Spain,8.0,Good deal,Vague 2021
57944,51,Spain,7.0,they take good care of you,Vague 2021
57945,27,Spain,10.0,because they have products that interest me and they give me payment facilities,Vague 2021
57946,51,Spain,5.0,high interest,Vague 2021
57947,43,Spain,9.0,"I have been in that bank for a long time and apart from not charging me any type of commission, I have never had problems when they give me a loan or mortgage.",Vague 2021
57948,61,Spain,10.0,good mobile app,Vague 2021
57949,44,Spain,10.0,adapts to my needs and low commissions,Vague 2021
57950,30,Spain,3.0,For the interest it generates,Vague 2021
57951,37,Spain,8.0,It always works very well for us,Vague 2021
57952,59,Spain,9.0,"Of all the banks, it is the one that robs you the least.",Vague 2021
57953,34,Spain,8.0,Greater response than other banks and low level of interest,Vague 2021
57954,58,Spain,8.0,It's fine,Vague 2021
57955,50,Spain,1.0,They are usurers,Vague 2021
57956,49,Spain,9.0,Quality and customer proximity,Vague 2021
57957,37,Spain,9.0,It works well,Vague 2021
57958,53,Spain,7.0,I am generally quite satisfied,Vague 2021
57959,36,Spain,8.0,It was satisfactory because it was a special offer in which no interest rate was paid,Vague 2021
57960,58,Spain,3.0,Rate,Vague 2021
57961,23,Spain,7.0,excellent care and adequate conditions,Vague 2021
57962,29,Spain,9.0,Because their services worked perfectly without any problem and there was no extra sum,Vague 2021
57963,37,Spain,10.0,"Let's see, through Cofidis, I've gotten electronic devices from Amazon that I needed at home, in four installments, and the truth is that it's been very good for me.",Vague 2021
57964,34,Spain,7.0,No problem. all online,Vague 2021
57965,20,Spain,8.0,"It is a simple bank to use and does not usually deny purchases of any kind, it also allows you to spend in cryptocurrencies",Vague 2021
57966,42,Spain,8.0,"because the money is granted quickly, the bad thing is the interests",Vague 2021
57967,67,Germany,0.0,"^Poor service. Among other things, I was ""sold"" a credit card and insurance",Vague 2021
57968,34,Spain,9.0,"Their services are very good, their customer service is great, they anticipate the needs of the client, they are innovative, and they care about the social community",Vague 2021
57969,53,Spain,6.0,for its solvency,Vague 2021
57970,32,Spain,4.0,some conditions were not well explained.,Vague 2021
57971,27,Spain,7.0,regular company,Vague 2021
57972,22,Spain,7.0,good value for money,Vague 2021
57973,42,Spain,10.0,"QUALITY SERVICES, EASY",Vague 2021
57974,36,Spain,8.0,interesting conditions,Vague 2021
57975,21,Spain,7.0,I have no comparison,Vague 2021
57976,63,Spain,8.0,It works very well. Agile and comfortable.,Vague 2021
57977,45,Spain,4.0,I consider it so,Vague 2021
57978,34,Spain,10.0,"Good customer service, commissions 0.",Vague 2021
57979,40,Spain,7.0,all very correct,Vague 2021
57980,42,Spain,9.0,They have always treated us well,Vague 2021
57981,52,Spain,0.0,"The amortization was never decreasing but on the contrary, with each monthly installment paid, the debt grew",Vague 2021
57982,22,Spain,6.0,iju,Vague 2021
57983,50,Spain,5.0,trust,Vague 2021
57984,32,Spain,8.0,Positive overall satisfaction,Vague 2021
57985,45,Spain,8.0,from my experience,Vague 2021
57986,49,Spain,9.0,i'm happy with them,Vague 2021
57987,53,Spain,1.0,You never finish paying if you use it every month and pay installments,Vague 2021
57988,25,Spain,10.0,It is very comfortable to use,Vague 2021
57989,65,Spain,4.0,Private banking in general are all the same.,Vague 2021
57990,47,Spain,8.0,they seem responsible to me,Vague 2021
57991,54,Spain,9.0,He does not charge me commissions and his customer service is very good,Vague 2021
57992,49,Spain,8.0,"ease when requesting the loan, speed and efficiency, the only thing was the interest rate was a bit high",Vague 2021
57993,21,Spain,8.0,Useful and comfortable,Vague 2021
57994,57,Spain,7.0,everything was very easy,Vague 2021
57995,24,Spain,6.0,good user experience,Vague 2021
57996,54,Spain,7.0,is what I think,Vague 2021
57997,57,Spain,10.0,I liked the deal,Vague 2021
57998,39,Spain,8.0,I have not had any problem,Vague 2021
57999,50,Spain,6.0,THAT'S WHAT I FEEL,Vague 2021
58000,47,Spain,5.0,and,Vague 2021
58001,32,Spain,6.0,It's pretty good but I think there are better options now,Vague 2021
58002,39,Spain,6.0,It has very high interest,Vague 2021
58003,42,Spain,0.0,It's pure usury,Vague 2021
58004,37,Spain,8.0,happy,Vague 2021
58005,26,Spain,8.0,does not call you every time to return the money and gives you the time you need,Vague 2021
58006,52,Spain,9.0,"Flexible credit, you choose the amount to pay monthly, with two lines of credit, one revolving and another immediate payment (cash) in 30 days",Vague 2021
58007,52,Spain,7.0,good attention fast management,Vague 2021
58008,20,Spain,3.0,it's bullshit,Vague 2021
58009,56,Spain,9.0,"within the bad, it's not the worst",Vague 2021
58010,38,Spain,8.0,It was all very simple and transparent.,Vague 2021
58011,46,Spain,4.0,I was not very happy with the amount of input for my car that I could give.,Vague 2021
58012,63,Spain,7.0,It's fine,Vague 2021
58013,27,Spain,6.0,They put many obstacles or additional expenses,Vague 2021
58014,54,Spain,9.0,for its speed,Vague 2021
58015,26,Spain,6.0,I like,Vague 2021
58016,48,Spain,5.0,Many problems and much interest,Vague 2021
58017,36,Spain,8.0,Good deal,Vague 2021
58018,59,Spain,0.0,"I would not recommend anyone to get into a loan, whatever the bank is",Vague 2021
58019,49,Spain,3.0,Not bad,Vague 2021
58020,27,Spain,8.0,"Efficiency, reliability, facilities",Vague 2021
58021,21,Spain,8.0,Payment convenience,Vague 2021
58022,41,Spain,6.0,because he has many interests,Vague 2021
58023,70,Spain,10.0,"deal, rapid cost",Vague 2021
58024,37,Spain,6.0,"Because they always have what I need, and the best products",Vague 2021
58025,46,Spain,7.0,interests,Vague 2021
58026,23,Spain,2.0,Burglars,Vague 2021
58027,25,Spain,10.0,customer service and excellent explanation,Vague 2021
58028,39,Spain,8.0,interests,Vague 2021
58029,53,Spain,7.0,high commissions,Vague 2021
58030,30,Germany,6.0,e3wreqrq,Vague 2021
58031,55,Spain,10.0,"It is my main bank and I have always received good service, and its products are very competitive.",Vague 2021
58032,51,Spain,7.0,formal and concise without small print and adapting to my needs,Vague 2021
58033,30,Spain,6.0,"I have had some problems with them, but nothing serious",Vague 2021
58034,28,Italy,5.0,"they are thieves, like everyone else",Vague 2021
58035,54,Spain,7.0,"I have not contacted them at all, I signed the documentation in the store, I paid the receipts on time and they have not bothered me at all",Vague 2021
58036,59,Spain,4.0,I DON'T LIKE THAT ENTITY,Vague 2021
58037,33,Spain,8.0,From the beginning we have not found surprises with payments,Vague 2021
58038,54,Spain,9.0,Guarantee and good treatment,Vague 2021
58039,63,Spain,10.0,Without good cars and also the treatment is very personal,Vague 2021
58040,41,Spain,5.0,three,Vague 2021
58041,60,Spain,10.0,IT IS THE MOST HUMAN BANK TODAY,Vague 2021
58042,55,Spain,8.0,The card was approved very quickly and I was able to buy on the spot. The bank makes the charges as indicated in the contract.,Vague 2021
58043,39,Spain,9.0,for its management quality,Vague 2021
58044,46,France,6.0,not everyone should have this kind of card because they can quickly get into debt. you have to be a good manager. if you use it well it can bring very interesting vouchers,Vague 2021
58045,72,Spain,6.0,That's fine,Vague 2021
58046,47,Spain,7.0,the hiring was very easy,Vague 2021
58047,59,Spain,5.0,medium term,Vague 2021
58048,42,Spain,4.0,THE PROCESS WAS SLOW,Vague 2021
58049,46,Spain,6.0,they are a necessary evil,Vague 2021
58050,56,Spain,6.0,it is an expensive but solvent bank,Vague 2021
58051,49,Italy,8.0,an excellent economic convenience in the face of a commitment as a customer,Vague 2021
58052,23,Spain,9.0,They are a family bank,Vague 2021
58053,21,Spain,6.0,I find it accessible,Vague 2021
58054,25,Spain,7.0,Good communication for any problem,Vague 2021
58055,54,Spain,1.0,They offered it to me at Ikea. In theory 0% interest and no cost. Finally they charged me a small cost for the first month.,Vague 2021
58056,48,Italy,8.0,Speed and seriousness,Vague 2021
58057,35,Spain,8.0,security,Vague 2021
58058,52,Spain,9.0,I'm doing well with them,Vague 2021
58059,64,Spain,5.0,it's expensive,Vague 2021
58060,29,Spain,6.0,in,Vague 2021
58061,60,Spain,1.0,Their credit practices border on Usury.,Vague 2021
58062,40,Spain,7.0,Good condition,Vague 2021
58063,38,Spain,5.0,I'm not very satisfied,Vague 2021
58064,23,Spain,8.0,Effectiveness,Vague 2021
58065,34,Spain,8.0,Everything went well,Vague 2021
58066,34,Spain,9.0,excellent quality,Vague 2021
58067,38,Spain,5.0,I have no opinion about it,Vague 2021
58068,54,Spain,7.0,It works very well remotely,Vague 2021
58069,34,Italy,6.0,A,Vague 2021
58070,47,Spain,5.0,"It's normal, neither good nor bad",Vague 2021
58071,54,Spain,0.0,little transparency and high interests,Vague 2021
58072,40,Spain,5.0,Concession facilities and high interest,Vague 2021
58073,50,Spain,7.0,sn ncdencas,Vague 2021
58074,27,Spain,6.0,good advantages,Vague 2021
58075,44,France,7.0,"account with personal info easily accessible, quick answer on the phone",Vague 2021
58076,42,Spain,6.0,because they didn't explain everything to me,Vague 2021
58077,32,Spain,10.0,it is a serious and very solid bank,Vague 2021
58078,45,Spain,7.0,It was a consumer loan without interest,Vague 2021
58079,49,Spain,8.0,It works well,Vague 2021
58080,44,Spain,5.0,in,Vague 2021
58081,47,Spain,1.0,None,Vague 2021
58082,31,Spain,6.0,always have to improve,Vague 2021
58083,62,Spain,9.0,"I have never had any problems with them, on the contrary.",Vague 2021
58084,41,Spain,8.0,"I recommend it because it is very easy to pay and buy, but I give it an 8 because the options it gives you are the standard ones, you cannot get out of those options if you choose an amount and/or a few months that are out of what they have stipulated by default",Vague 2021
58085,56,Spain,8.0,because everything can be improved,Vague 2021
58086,50,Spain,9.0,because they solve any doubt and clarify everything perfectly,Vague 2021
58087,46,Spain,9.0,Ease and transparency,Vague 2021
58088,29,Spain,10.0,"Good customer service, good conditions",Vague 2021
58089,42,Spain,10.0,Because I am very happy with the services it offers,Vague 2021
58090,49,Spain,0.0,"some thieves, swindlers",Vague 2021
58091,46,Spain,7.0,I am satisfied with the service but disappointed by the customer service,Vague 2021
58092,41,Spain,9.0,"Easy, fast, comfortable, accessible",Vague 2021
58093,24,Spain,10.0,"They always serve me very well, they explain everything in detail",Vague 2021
58094,65,Spain,9.0,BECAUSE I HAVE BEEN BEING CUSTOMERS FOR YEARS AND UNTIL DATE I HAVE NOT HAD ANY PROBLEM,Vague 2021
58095,38,Italy,7.0,excellent service and courtesy,Vague 2021
58096,56,Spain,8.0,I have been with them for 30 years and they work,Vague 2021
58097,65,Spain,9.0,"They have attended me quickly to grant me that credit, without being a client of this entity.",Vague 2021
58098,46,Spain,8.0,I think so,Vague 2021
58099,48,Spain,1.0,many interests,Vague 2021
58100,69,Spain,7.0,very happy with bankia but not with Caixabank who have now joined,Vague 2021
58101,50,Spain,9.0,Less expenses than other entities,Vague 2021
58102,30,Spain,8.0,Great service,Vague 2021
58103,49,Spain,9.0,it is easy to return and there are no fees,Vague 2021
58104,34,Spain,3.0,high interest,Vague 2021
58105,27,Spain,7.0,"I have never had problems with the bank, and it is my trusted bank",Vague 2021
58106,25,Spain,7.0,I like,Vague 2021
58107,49,Spain,6.0,"It is a card that has its advantages, that if you use it intelligently it works very well, but if you neglect it, the interests are very high",Vague 2021
58108,54,Italy,8.0,"clarity, convenience, simplicity",Vague 2021
58109,63,Spain,10.0,"It is a bank that gives you confidence and serves its customers equally, online banking, where you enter as a customer and leave as a friend. I am very pleased to have trusted ING, after many years they continue to surprise me with new offers and deals.",Vague 2021
58110,53,Spain,8.0,Very good service and conditions,Vague 2021
58111,42,Spain,10.0,"quick, easy, cheap",Vague 2021
58112,41,Spain,7.0,because I have asked for a credit to buy the air conditioning,Vague 2021
58113,58,Spain,2.0,too high interest,Vague 2021
58114,37,Spain,6.0,quality,Vague 2021
58115,34,Italy,7.0,Reasonable cooperation and reliability,Vague 2021
58116,69,France,10.0,"Very easy formalities, attentive contacts",Vague 2021
58117,59,Spain,6.0,Because it's fine but it's still money you owe,Vague 2021
58118,40,Italy,7.0,Never had any problems,Vague 2021
58119,56,Spain,10.0,They have never failed me,Vague 2021
58120,46,Spain,7.0,I have no problem,Vague 2021
58121,34,Spain,5.0,a middle term,Vague 2021
58122,50,France,7.0,Nothing to complain about,Vague 2021
58123,51,Germany,10.0,"uncomplicated processing, good conditions",Vague 2021
58124,56,Spain,10.0,Due to the speed of the procedures,Vague 2021
58125,39,Spain,7.0,"It's very good, it's flexible and they don't demand too much of you",Vague 2021
58126,47,Spain,8.0,own experience,Vague 2021
58127,39,Italy,8.0,"Reliability, competitive interest rate",Vague 2021
58128,31,Spain,8.0,"At the time of canceling the loan, they returned the proportional part of the loan insurance that I was not going to use.",Vague 2021
58129,36,Spain,10.0,Good deal,Vague 2021
58130,59,Spain,8.0,does not cause problems,Vague 2021
58131,52,Germany,7.0,everything is not ok,Vague 2021
58132,45,Spain,10.0,I have been a CaixaBank customer for several years and I am very happy with the conditions and treatment received,Vague 2021
58133,57,Spain,8.0,For the ease of granting credit,Vague 2021
58134,56,Spain,7.0,Because it usually offers its customers small credits online that just by accepting you have it in your account,Vague 2021
58135,31,Spain,6.0,it could be better,Vague 2021
58136,62,Germany,5.0,Little information and obvious changes,Vague 2021
58137,36,Spain,5.0,they are thiefs,Vague 2021
58138,28,Spain,8.0,is fine,Vague 2021
58139,46,Spain,7.0,It is a reliable entity but it is expensive,Vague 2021
58140,31,Spain,7.0,well that seems to me,Vague 2021
58141,39,Spain,7.0,Not bad,Vague 2021
58142,62,Spain,4.0,for their poor customer service,Vague 2021
58143,32,Spain,2.0,They do not take into account the customer or notify of the VAT increase,Vague 2021
58144,57,Italy,8.0,you can always improve,Vague 2021
58145,41,Spain,9.0,they are pretty good,Vague 2021
58146,35,Spain,9.0,is trustworthy,Vague 2021
58147,26,Spain,8.0,It has a very low commission,Vague 2021
58148,51,Italy,5.0,I don't know of any other banks,Vague 2021
58149,68,Spain,5.0,Charge exaggerated commissions and sometimes without consulting,Vague 2021
58150,35,Spain,9.0,I like how everything was,Vague 2021
58151,28,Spain,7.0,Good deal,Vague 2021
58152,22,Spain,7.0,Because it gives me solutions,Vague 2021
58153,43,Spain,10.0,enchanted with them,Vague 2021
58154,39,Spain,7.0,Good service Detailed explanation of the terms and monthly fee,Vague 2021
58155,35,Spain,9.0,"It is a very close bank, they always serve you well.",Vague 2021
58156,43,Spain,5.0,high interest,Vague 2021
58157,35,Spain,5.0,reliable,Vague 2021
58158,57,Spain,7.0,The process to obtain the credit was simple,Vague 2021
58159,54,Spain,10.0,Speed and clarity in the conditions,Vague 2021
58160,41,Spain,6.0,I have no record it is the first time I use your services,Vague 2021
58161,30,Spain,8.0,I have always been a client of yours and everything is fine,Vague 2021
58162,51,Spain,10.0,Experience with this provider in the past.,Vague 2021
58163,36,Italy,7.0,serious company,Vague 2021
58164,51,Spain,9.0,its reliable,Vague 2021
58165,59,Spain,10.0,"Clarity, rapidity",Vague 2021
58166,37,Spain,10.0,Very good,Vague 2021
58167,31,Spain,7.0,in,Vague 2021
58168,30,Spain,6.0,good quality,Vague 2021
58169,37,Spain,5.0,neither,Vague 2021
58170,43,Spain,7.0,does not charge interest,Vague 2021
58171,62,Spain,4.0,i was cheated,Vague 2021
58172,33,Spain,5.0,0% financing cost,Vague 2021
58173,28,Spain,0.0,Abusive clauses and lack of transparency,Vague 2021
58174,29,Spain,6.0,I am satisfied in general,Vague 2021
58175,55,Spain,2.0,abusive interests,Vague 2021
58176,44,Spain,10.0,They advised me at all times and offered me a multitude of repayment possibilities. Your interests are also very good,Vague 2021
58177,50,Spain,9.0,They have always been the best,Vague 2021
58178,45,Spain,7.0,high interest,Vague 2021
58179,22,Spain,10.0,I feel confident,Vague 2021
58180,47,Spain,10.0,I have never had any problems with them,Vague 2021
58181,39,Spain,8.0,It's fine but I don't know how they will be with others,Vague 2021
58182,59,Germany,3.0,Isso double S a word,Vague 2021
58183,33,Spain,8.0,"Personalized advice, good customer service",Vague 2021
58184,46,Spain,9.0,Because it is a serious bank that does what it says.,Vague 2021
58185,52,Spain,7.0,I'm still not sure how much I'll pay in the end,Vague 2021
58186,48,Spain,8.0,I liked the treatment and the conditions,Vague 2021
58187,47,Germany,10.0,"Good conditions, no extra charge",Vague 2021
58188,71,Spain,6.0,not very happy,Vague 2021
58189,50,Spain,10.0,"They are clear, professional and offer a lot of information",Vague 2021
58190,56,Spain,8.0,"Good conditions, professional treatment, easy concession",Vague 2021
58191,60,Spain,8.0,Speed,Vague 2021
58192,61,Spain,9.0,because I've been with them all my life and they treat me very well,Vague 2021
58193,34,Spain,7.0,nothing special,Vague 2021
58194,46,Spain,6.0,Your staff is not very close to your clientele,Vague 2021
58195,40,Spain,7.0,There are fewer and fewer staff to attend to you. Every time the treatment is less personalized and it shows that they do not look at the client. Only for the benefit of the entity,Vague 2021
58196,27,Spain,9.0,speed in granting,Vague 2021
58197,35,Spain,5.0,medium term,Vague 2021
58198,20,Spain,8.0,"They have been fast, very expensive, enough information",Vague 2021
58199,38,Spain,8.0,Wide variety of credits,Vague 2021
58200,25,Spain,7.0,They have helped me in my purchase without interest,Vague 2021
58201,40,Spain,3.0,"I don't like the deal, nor the conditions. It was a home with a subrogated mortgage.",Vague 2021
58202,29,Italy,4.0,"Ancillary costs NEVER specified when taking out the loan, for example credit insurance costs. Absolutely negative opinion regarding the availability of customer assistance and the speed of feedback on complaints",Vague 2021
58203,40,Spain,7.0,I am satisfied with the operation,Vague 2021
58204,59,Germany,8.0,"I've been with Commerzbank for a long time and I'm actually satisfied. Even if, as with all banks, the service is being thinned out.",Vague 2021
58205,50,Spain,8.0,Because I think it's very important to me,Vague 2021
58206,56,Spain,5.0,It's easy to manage,Vague 2021
58207,48,Spain,7.0,They always lease well and are fast,Vague 2021
58208,23,Spain,9.0,in,Vague 2021
58209,36,Spain,0.0,"Commissions are not high, but the entity itself is lousy",Vague 2021
58210,63,Spain,9.0,It has been fast and with acceptable interests,Vague 2021
58211,50,Spain,8.0,clarity and simplicity in management,Vague 2021
58212,38,Spain,10.0,for your trust,Vague 2021
58213,27,Spain,6.0,Because I have a neutral opinion,Vague 2021
58214,22,Spain,7.0,They give good credits but they need to explain a little more about what each one is about and how they are returned. They are not very personalized credits to the needs of each one,Vague 2021
58215,38,Spain,8.0,"seriousness, availability",Vague 2021
58216,24,Italy,7.0,-,Vague 2021
58217,45,Spain,7.0,They don't do a lot of customer follow-up so I'm not unhappy but I'm not 100% happy either.,Vague 2021
58218,32,Spain,8.0,They have all the services without commissions and easy to access,Vague 2021
58219,55,Spain,7.0,"They gave me the credit right away and in many installments, but I pay much more and, for example, if I pay 85 euros per month, they actually deduct 50.",Vague 2021
58220,52,Spain,8.0,good value for money,Vague 2021
58221,57,Italy,8.0,"Good financial products, capillarity of the offices",Vague 2021
